NumeroProcurado,ComparacoesLista,ComparacoesBST
6295,7853,16
8097,7106,16
5295,7253,11
18537,6050,21
23112,6684,16
17838,796,21
15291,8302,16
20692,2372,14
24177,7379,17
8294,4,19
31256,8487,13
7626,321,18
8115,3509,16
6455,9676,12
10925,5394,16
11458,7744,20
24057,1013,18
1894,6925,20
5311,5803,13
11468,1620,23
25617,8481,12
17012,2335,24
9015,472,26
31211,7715,13
13551,3004,21
28193,4820,14
23783,5426,16
12636,4522,21
4011,4286,15
32109,3784,17
3849,8213,15
13809,1261,15
8083,797,20
6407,7802,17
22921,9687,14
8507,336,25
199,1464,12
32213,4376,14
24733,2108,12
26298,1511,14
31224,6344,14
235,8125,8
19207,4548,15
4331,1774,14
31309,2870,18
3040,8730,13
21265,9817,11
30917,296,17
2814,3098,11
14243,918,20
32295,1098,16
28368,7368,9
23141,4265,19
5169,1189,14
15612,9127,17
12518,6898,22
1522,4669,15
2081,9737,6
20771,427,12
10568,7328,16
15434,2738,19
29774,6556,16
6955,7884,14
27948,6100,19
21141,9157,14
26300,8650,11
26126,1395,15
22984,7617,18
29637,2491,18
21853,8431,18
9098,7290,19
21409,9816,10
21173,4083,15
14230,6820,17
28245,5608,13
323,1459,17
19735,7835,12
4427,681,18
6468,8110,12
18068,9716,17
15605,2531,21
26410,9634,12
11161,7008,20
30504,764,21
3031,7397,13
6395,4818,20
29155,243,21
25248,9595,11
5913,9888,10
17691,7864,19
32120,7577,11
29906,7291,20
26765,9543,16
8336,7116,14
30696,4574,13
2210,2571,15
2606,5629,17
1569,4440,14
11446,2576,23
25412,8028,12
3200,8397,12
19884,5032,15
1779,3281,12
23763,1870,15
13916,5260,22
13794,8816,13
27924,829,20
4737,8169,12
26500,446,16
6799,5056,13
6627,7338,16
19673,5996,8
22130,9449,13
32625,9,16
6205,691,20
5317,9990,5
14450,4060,17
22302,4781,20
32357,7555,15
27438,3014,20
16783,1613,24
32386,3224,18
18834,2146,15
7664,7634,17
30718,9606,10
15358,8096,14
19053,2194,11
17881,2442,16
16612,2254,27
8624,2559,22
27730,8423,16
2174,6107,15
15092,7383,18
17345,6923,22
7681,7048,18
27954,275,22
9992,8347,14
28669,6666,13
9690,4361,13
30406,9561,12
27914,2934,18
101,4824,14
3895,3796,18
32213,4376,14
32270,8866,12
24271,2644,23
28558,9836,7
9912,8703,16
4001,3398,16
32035,8846,14
31837,2336,15
1861,7914,13
5615,4908,14
5746,9666,12
28029,1631,20
28884,1519,13
10589,9093,12
5844,5569,17
5266,6033,14
22388,2729,20
5222,8718,12
13138,2980,18
12972,8048,22
5618,3557,15
21788,607,22
10608,1361,20
25867,8633,10
24184,8414,17
7579,5000,13
23731,1049,16
11124,4277,20
9222,5993,19
32188,9867,8
6027,4696,17
27049,7926,16
495,1952,6
24503,7912,17
3669,9658,9
5888,7746,16
20316,6655,18
13175,4123,18
20496,8222,17
13592,3393,20
1316,3073,14
14886,9718,13
26371,9165,12
12621,7448,25
4974,3737,19
26889,9902,12
29335,2887,20
30583,6146,17
2905,9536,12
11342,5127,25
6436,8273,17
972,7250,16
10116,9249,13
16656,8799,19
5239,7345,13
3691,9450,11
9872,3222,16
23048,3452,22
22874,2470,20
2981,2568,16
28438,9458,9
30589,8773,11
18065,3896,23
11172,3237,23
14918,8300,15
19435,5826,14
29732,6836,16
18509,5486,19
5329,1838,14
19479,3443,10
7462,1397,21
6587,912,15
14599,818,22
23927,8098,15
23893,3521,18
32145,7700,13
18558,3479,22
31993,7960,15
28512,9608,9
25556,8430,12
17107,1447,26
12547,8160,20
31143,1902,19
4318,4054,15
20201,1993,17
24184,8414,17
7605,7316,14
28774,147,14
27672,2421,23
28668,7886,12
16369,6792,23
6948,6219,15
5031,4652,15
4243,8445,9
29782,9553,14
30794,5244,18
2056,9315,10
21924,7800,19
25306,9785,9
26937,5272,21
30356,1108,19
11565,4295,19
15729,3065,26
24616,5379,16
8784,7028,23
32099,8056,13
22799,2663,21
6508,2716,19
12295,5411,22
31753,4923,13
7110,8735,15
9735,4621,15
4991,8901,14
23728,7681,17
1930,1618,22
21732,3172,18
20948,9459,7
14002,8868,17
15183,5457,17
23479,8285,15
10555,7282,17
13000,9062,19
18416,5240,18
13021,8902,19
3251,2367,16
8939,8938,18
31158,8843,15
14794,6369,19
24380,1679,18
27120,2834,19
16217,3938,22
7875,8776,16
1235,8489,15
22972,6414,20
7990,6901,18
6395,4818,20
30243,5601,17
29337,4176,19
17391,9110,19
30536,6744,19
6085,291,19
5826,2015,17
23746,3313,15
16413,6759,23
27053,7588,17
17465,2899,25
32487,8837,13
928,467,20
7410,4793,15
21149,1914,16
22791,4928,20
30778,6193,14
9121,7092,21
3894,8156,16
29477,1629,24
14546,5441,22
17442,4403,23
29891,1571,20
19348,9613,10
5967,8269,18
31815,87,17
986,5881,17
5288,8390,10
23330,9893,11
25939,7941,13
11844,2496,21
4173,2782,10
13897,8631,17
14796,1215,20
26848,8690,15
15805,7975,21
6762,3487,15
13446,4352,19
15749,7885,20
11099,4296,21
4972,7187,18
14050,1211,25
292,668,12
23928,4800,18
7739,2332,18
30755,7233,11
12927,5030,22
31944,7866,11
30333,9268,13
32567,4692,16
16310,1224,29
16024,5135,21
27995,5651,20
16331,5887,27
5815,8931,16
5650,4223,19
30536,6744,19
29675,8322,13
21223,5699,18
30201,9294,13
28598,3672,14
6799,5056,13
15391,4805,17
26032,2334,14
4376,6520,14
5235,4871,15
1744,5942,17
25807,9729,8
7811,3338,18
11158,5459,21
12765,6284,21
28075,9916,10
2583,4090,14
30865,8097,13
8685,8262,21
32689,570,20
22220,8007,14
8784,7028,23
13960,1426,24
18475,5382,19
149,8753,8
4165,6475,14
32593,3667,15
17238,7527,21
19801,3269,14
7912,4653,16
24192,9327,13
12280,4010,20
23838,5129,15
26776,2650,22
20099,7002,11
26109,8161,13
3345,4616,16
23369,8130,13
5363,5797,15
2479,8925,14
11321,2958,24
22603,8354,13
20694,3461,13
25913,204,13
19507,6145,10
30035,8642,15
28566,5619,13
16949,1844,24
13448,8724,17
28969,752,17
20335,9528,12
22537,876,18
20727,27,14
11679,4987,20
24104,3877,18
31166,4797,17
16173,3422,26
27481,4079,19
28865,4068,14
13923,5932,21
12583,4254,31
20323,5700,20
31837,2336,15
17128,3749,24
11247,9833,12
17102,8422,22
11661,1077,19
20700,4631,14
18921,9455,14
2058,7090,11
18278,4728,20
24516,2130,20
5976,6560,19
14080,8694,17
5759,5350,19
9956,7825,15
31115,8444,15
21842,3334,26
19417,6636,12
28511,6264,10
23684,2648,20
200,9070,7
4707,5962,13
6808,4733,15
32077,3777,14
31811,7388,15
31523,5351,16
864,711,18
8127,659,19
1557,5465,13
25396,3123,14
13816,7303,14
6624,5720,17
21678,1195,20
6980,4335,16
22388,2729,20
22134,7568,14
25057,6237,16
28616,2397,13
5875,5401,17
4814,8835,12
19824,9034,12
20817,9351,8
458,7734,13
864,711,18
7761,9244,13
5022,6129,17
2199,3608,16
6680,3458,20
9134,1671,23
15963,5807,22
14056,33,24
18306,3263,19
27160,8197,17
30246,9476,12
23999,9286,11
15149,5169,20
12465,7680,20
1196,5616,18
5997,5626,20
3487,8154,15
9072,2145,23
1142,3640,20
6084,2255,17
10434,9769,10
9938,4940,15
18413,1891,20
30214,6445,17
19287,3653,14
17050,5784,23
31695,4776,16
16014,5294,21
30289,2860,17
11616,3760,21
11376,8681,22
15552,6031,18
6813,7403,14
6455,9676,12
15866,2430,19
19886,6696,13
19417,6636,12
14204,7421,18
23927,8098,15
4535,54,16
6436,8273,17
9198,8523,14
30241,1327,18
19686,9806,7
26174,8499,14
22680,6479,22
28933,2937,12
25403,2096,15
19577,6665,10
27931,3647,20
24149,1611,24
886,8461,15
29174,9657,10
28797,670,15
17485,3908,25
22913,4905,17
14114,3713,18
28186,2000,17
1928,2448,20
22648,4495,23
18022,5556,23
18431,7166,18
27204,230,17
2676,760,20
5815,8931,16
24407,9374,15
25499,4069,14
21589,3289,16
5239,7345,13
31556,4288,19
5612,2511,15
4497,6672,18
22168,1221,21
17033,2297,25
9243,3185,21
15781,8621,20
1773,3054,11
1068,497,19
23762,6840,13
28870,577,13
22699,25,27
11151,3051,24
8307,9604,11
12833,3416,22
23927,8098,15
11755,9288,15
23520,6714,18
29836,8790,16
176,3676,13
21116,6139,18
27218,8987,14
3272,5779,14
22942,5937,17
16447,7850,20
24189,5542,20
2072,2935,16
19904,7897,12
4971,2346,23
6732,4671,14
530,3252,9
20743,1642,12
6423,7608,18
18286,6540,17
16270,3670,25
25860,3188,14
11488,7015,21
2649,6068,15
14769,6188,21
1710,9275,13
3382,7454,14
31523,5351,16
29197,1572,12
17610,2369,26
16725,8685,20
11239,3372,19
5033,8280,13
2876,2794,16
30974,6099,16
7466,6205,19
14888,523,18
31459,5309,16
22689,1938,26
28566,5619,13
70,1747,19
3959,1403,17
32665,1582,21
12510,9122,18
27348,1476,25
15434,2738,19
18641,2312,19
22253,8275,15
11798,3504,22
16127,7807,24
31007,2653,17
24688,8947,13
31901,4881,14
20351,3862,17
10414,3726,18
31684,1407,17
17709,5554,17
31474,9825,10
24139,3933,20
28745,7757,14
14797,9025,17
3373,6443,15
23283,3501,18
2281,8010,8
25803,4038,12
11247,9833,12
31224,6344,14
11629,4006,19
21150,9809,12
25314,686,16
28745,7757,14
14796,1215,20
7935,8662,16
8336,7116,14
17158,8528,20
15827,5040,23
31523,5351,16
5850,4969,17
25473,4848,16
18964,9337,13
6069,9094,15
8445,8040,14
18997,1863,10
4,6988,10
27361,4808,22
7999,3235,17
8784,7028,23
17097,5515,22
28325,7896,11
12339,6825,18
24141,3688,21
19914,4610,13
30102,3089,13
22435,2525,19
24974,7395,15
9252,3494,17
20142,4266,12
22122,7529,15
2769,9661,7
12095,5772,15
17732,1487,18
25827,7716,13
29763,4436,22
20335,9528,12
22149,9844,11
16266,9386,21
29420,8793,17
12818,330,29
20026,4202,17
21208,9172,13
32384,778,21
3461,1657,18
10612,2125,19
19939,3996,18
18926,2077,16
5667,9181,15
674,9699,4
29635,1602,17
29001,9538,11
2048,4046,13
5333,8677,11
3921,3547,11
6046,7638,17
21197,4959,15
28930,8427,11
20536,3967,18
22542,2119,16
30094,216,13
14799,7898,19
20148,3648,13
22573,91,18
523,5655,10
19791,3214,11
30238,7386,15
25404,6367,14
17963,9188,15
23044,8438,19
1441,3982,13
20321,4113,21
31506,6055,16
28018,9410,14
32307,7468,14
15727,4477,25
1133,3915,19
5397,5597,17
32452,4020,14
9484,73,19
464,8079,9
8923,7547,18
32216,7868,12
19254,7424,12
26729,8610,17
26278,9794,10
2338,5487,13
30014,1103,16
18778,1882,17
4373,8680,12
26231,9962,7
5671,4672,16
31023,3449,15
28316,9233,8
5382,7111,14
31991,1610,18
33,3535,12
25291,7781,19
32458,8214,14
7635,8726,14
6246,8173,14
28499,6787,12
31360,6127,16
22576,6160,17
22710,4543,26
26941,6873,20
12928,585,23
31375,8339,15
27781,2440,21
2240,7871,9
4373,8680,12
32032,4258,18
10782,6427,17
8332,2551,16
30784,8472,12
6046,7638,17
9735,4621,15
21898,7430,19
20941,7596,12
3900,9338,9
22889,1421,21
19807,8159,12
8425,2774,13
31465,1144,17
16127,7807,24
7603,5156,17
31353,9061,14
23261,2594,19
15310,8860,15
8083,797,20
15836,7329,16
5603,3009,15
25417,410,15
16103,3220,26
458,7734,13
19957,8238,13
24159,1083,23
3256,3158,15
11415,9554,17
5951,3843,25
23044,8438,19
8922,4363,19
11028,9695,14
31948,2975,16
17057,9304,18
25857,7888,12
28892,5695,11
11903,7915,19
31023,3449,15
23353,5897,15
17805,1515,19
22730,4769,22
32255,9183,11
12257,3993,19
10222,9435,12
19021,102,16
29690,8324,14
11756,5149,20
5547,2867,14
22401,1355,22
30992,1270,15
30791,8541,15
18779,2163,16
31274,8728,12
17522,9171,20
11844,2496,21
6687,4635,18
18413,1891,20
28079,3297,15
4538,9346,11
31635,4016,17
25827,7716,13
840,7999,14
28052,8616,12
15424,3778,17
2437,1738,17
10560,1982,19
21654,5709,18
24142,2121,23
614,9545,4
17297,270,21
7193,4868,18
26463,2804,20
18429,1450,19
7880,968,19
18056,1213,24
27642,3888,19
27275,6433,17
7991,7679,16
14230,6820,17
17376,281,23
31208,7837,12
24722,9974,8
17461,9037,21
13200,3219,21
13871,643,22
18345,9840,10
7403,1968,15
28946,422,16
22161,9223,15
14485,9003,14
31338,2725,17
3154,5611,13
5403,240,19
25474,4858,15
3299,2302,17
32060,6025,17
10380,457,19
31524,9301,12
23360,9911,10
26180,6174,17
23805,1831,17
11481,8978,19
6861,6607,15
9032,9246,18
17484,6142,24
9072,2145,23
22112,9364,14
8437,9310,12
13372,8579,16
27133,2360,18
26505,7600,12
1914,8047,16
27290,1920,18
25805,9907,7
546,3750,13
30488,1306,21
14657,8137,16
948,986,20
1067,6043,18
574,4302,12
30678,3346,14
29885,48,21
9091,9557,16
22306,4586,19
32741,2477,19
142,4864,14
4871,1382,13
4544,9291,12
29166,8981,13
13000,9062,19
32140,7829,12
28742,6581,17
5141,3165,15
30402,7279,17
23017,5968,20
3551,2546,19
23663,7238,17
27605,6576,19
4325,4197,13
15631,7485,19
21954,2994,22
25916,344,12
8080,3049,19
8930,9596,16
29611,652,18
19130,4501,14
22923,4191,18
22221,5839,16
25273,5844,18
17825,7751,19
24956,26,14
206,3244,10
30445,6236,18
28277,9544,9
7426,620,21
15510,9798,11
25796,9044,12
5459,8743,14
6037,2711,19
7111,4817,21
12957,6023,18
32684,3096,18
19197,1311,15
11242,5143,18
13789,7186,15
14888,523,18
27201,402,17
2110,9400,9
3085,3064,21
7427,1087,20
20903,440,14
6668,6036,17
22921,9687,14
12079,645,18
1308,8552,11
18796,5049,18
8190,2713,20
2969,1220,11
11322,2545,25
9644,3772,18
7085,3642,17
30554,1233,21
21051,1812,19
27878,8135,15
24703,7037,14
28776,6331,12
26745,7362,17
3729,9335,11
19046,5342,12
12330,7641,21
9254,8505,15
18819,1603,18
6424,2997,19
13221,1730,20
5829,1182,17
499,9500,5
7621,8320,16
8412,7248,12
27591,1018,22
15025,4888,21
19405,3581,15
31524,9301,12
30656,7334,16
19952,7357,15
8560,6683,23
6083,8233,15
27669,7621,19
19059,8446,10
16612,2254,27
32060,6025,17
10491,2739,18
13948,7895,22
19801,3269,14
4299,9103,10
13145,1889,17
32109,3784,17
6544,9292,13
24664,8818,13
21047,2974,18
32758,8196,13
9156,7553,18
9973,9277,12
19615,8037,11
32121,9800,10
25593,1256,13
15650,6559,21
2861,4474,12
6616,4827,15
10392,4541,20
16373,2565,25
31321,451,19
6151,9081,15
4937,1453,17
3016,8874,13
13966,4790,20
4797,7981,14
29690,8324,14
1396,4651,13
1797,3590,14
17464,1586,26
1118,9525,12
22637,6138,14
20715,7678,10
31093,1304,15
20838,1707,12
24065,3914,20
1858,6106,15
23910,9991,6
13452,2019,20
21471,5604,15
24925,7928,14
1501,3382,15
26932,9878,14
12352,7323,18
17788,1475,24
23527,9017,15
32113,1016,18
22179,436,23
26231,9962,7
18404,4909,18
24448,7378,19
4817,9235,10
12164,2226,17
1403,5972,12
8183,3744,21
12335,7654,20
30755,7233,11
15317,6447,16
29686,6971,15
9383,1859,21
25444,7925,12
19144,1886,16
11556,7476,17
11075,7281,20
5116,9241,11
28933,2937,12
25269,2262,19
14086,1400,22
8041,2902,17
18415,476,21
6293,3097,18
30012,2088,17
8735,7833,24
19801,3269,14
11249,8373,17
20382,2027,19
11187,1578,21
20003,8318,14
24164,2429,18
16982,4714,24
6769,9862,9
22097,3834,16
11006,9144,15
13595,7664,18
10050,5233,19
4510,9008,12
13147,9150,14
29185,289,13
17441,8062,21
13064,9897,12
31696,8536,14
17457,9465,19
5496,4682,15
12636,4522,21
30244,6229,16
10304,9205,13
1766,5516,14
28519,2032,13
16064,3484,24
20763,3875,12
29802,6078,16
24184,8414,17
16768,7573,21
2110,9400,9
16773,8345,19
29150,1001,20
4229,1574,18
11188,4053,20
30997,930,17
29473,7919,19
17571,5583,22
16490,9242,20
27737,903,17
16963,3225,26
352,165,16
22735,374,22
2171,5416,15
26420,1094,16
18356,4607,14
7849,2692,18
10282,9653,11
17073,5780,21
20682,2483,12
30377,3654,18
31980,7740,15
6211,8589,16
8354,302,15
32355,7390,16
19591,9104,9
16270,3670,25
27438,3014,20
30651,6833,17
7410,4793,15
11021,902,18
13595,7664,18
30159,5468,18
24673,8558,14
18743,1097,13
17900,8801,15
10456,6178,14
29708,3012,16
24166,8563,16
4640,9430,11
6625,3435,18
26084,8788,12
23987,8851,13
2058,7090,11
24476,7532,18
13306,2381,21
28552,9054,10
10809,7611,17
2542,6502,17
10119,7823,16
15092,7383,18
1765,6292,13
5976,6560,19
29614,4644,17
24617,7104,14
31466,1385,16
7828,8581,13
13643,8812,17
7283,7698,16
27458,972,20
28302,5116,9
19730,8032,11
4402,7260,14
16504,5523,23
14253,8410,15
2056,9315,10
30867,78,17
2668,1230,19
21641,8825,14
30802,8359,16
5951,3843,25
26133,2858,13
21852,4133,24
7697,5429,14
13082,8480,14
6942,1815,18
26415,1418,16
8391,2795,13
13275,9168,14
18080,9434,18
28743,4623,18
20835,5668,11
12557,5531,23
27314,8227,18
6043,6897,19
17354,7225,21
5172,843,15
17981,5564,21
3990,3552,13
13753,2425,19
8416,877,13
3610,9334,12
14050,1211,25
15099,2906,21
28432,728,13
2137,4932,18
18422,8684,14
13453,429,22
32543,8607,13
21714,9749,11
24190,7297,18
3158,5636,12
19368,5110,13
715,7459,8
4558,4976,14
8406,7251,11
32715,8488,14
4113,5325,16
18278,4728,20
2351,8679,12
17442,4403,23
28213,1908,15
16413,6759,23
21271,9723,12
8855,9656,16
20607,104,17
3225,1024,15
16957,5443,25
26972,8965,17
26660,8864,18
1712,8809,14
13279,6702,15
24046,9199,13
4171,9789,8
21438,5255,14
20757,9119,8
18947,9537,12
6747,9612,11
1411,9705,9
17520,694,25
28289,4886,11
22715,1566,23
24505,1781,20
32270,8866,12
18625,406,19
24141,3688,21
13006,3636,21
4905,8582,14
17709,5554,17
3897,6618,17
26664,2271,20
5031,4652,15
29345,2720,19
25822,7873,12
15348,2807,17
21881,1036,21
6460,9494,13
9098,7290,19
13936,8485,18
29877,4619,20
31815,87,17
29798,4478,18
3627,4887,13
18822,7380,14
24236,7263,18
6271,8647,16
16312,3958,28
27264,1736,20
27010,7535,20
10408,7684,18
31489,6153,17
1683,2342,17
19299,7416,13
2961,7440,11
6627,7338,16
11571,1897,20
30712,1689,15
17522,9171,20
26536,746,18
6416,9333,15
28779,2199,14
19113,5478,12
22866,6501,21
29233,6223,22
14139,7694,16
13829,3496,14
25450,2229,15
16828,4096,24
29370,7852,17
18479,3171,18
2380,9865,8
10122,5432,18
11107,7817,18
28866,7228,11
22080,8050,17
23374,9170,16
24555,2743,20
32307,7468,14
9026,2754,23
30877,5644,15
10916,1868,18
12590,4434,33
19818,1204,14
5418,7652,14
4335,544,15
11823,8917,16
12587,3913,32
5048,6706,15
21089,3143,17
31632,4235,16
7880,968,19
30039,9016,14
28517,1246,14
11690,5243,19
4347,9220,10
4707,5962,13
17346,663,25
16132,419,27
9055,7451,21
27627,2366,20
8215,7843,15
21149,1914,16
18908,1699,20
28566,5619,13
14337,1378,16
5139,1875,16
12601,1363,34
2322,8529,11
28483,6381,13
18785,3062,16
20287,8114,15
7028,6628,15
16014,5294,21
27766,5087,21
1985,2066,16
14361,6808,15
21644,1684,17
18022,5556,23
31376,9099,13
13647,7860,19
25599,2874,17
28725,8071,12
30378,232,19
32654,5496,18
7057,8592,15
5284,7264,11
2803,2643,12
6456,4565,14
3273,9649,10
27653,4680,22
16634,7696,23
13035,3822,20
29509,1187,15
13366,6774,18
27793,2634,15
9601,1043,15
16724,524,22
30872,347,18
4847,3616,14
27332,8120,19
6024,9225,14
25014,4092,17
11748,5230,17
7675,4759,19
20758,30,11
28500,6499,13
12149,7212,15
30358,7275,17
1902,1325,21
2279,468,13
1624,2599,15
18159,9752,15
6452,1208,20
21150,9809,12
5770,2961,22
25435,1772,15
8135,5973,17
8896,9213,18
6548,3866,16
24063,9783,12
18501,1060,21
249,6721,11
8039,5148,16
5507,9881,9
16558,7139,25
27673,3489,21
12990,8968,20
20934,8464,10
24226,6156,19
21696,8972,14
28401,2099,13
4498,6815,17
1312,8164,12
23663,7238,17
3122,5870,13
16715,6542,21
14228,3283,17
15179,2694,18
29862,8072,15
5540,2724,15
30585,3027,17
27408,3087,22
22506,4533,16
22273,7670,18
2859,2393,13
32197,8511,12
6105,4844,18
27691,5357,20
23330,9893,11
2502,6778,15
5102,4866,14
10930,5800,15
21668,1834,20
13652,6916,21
31359,8791,15
21280,6471,14
25412,8028,12
9682,1345,17
1492,6340,14
22899,3395,21
27836,5869,16
5433,4014,16
3794,899,17
840,7999,14
8965,390,18
19487,9964,6
29170,9451,11
15740,2768,24
16170,647,27
18229,7631,17
25818,5648,13
6367,3036,21
15749,7885,20
1385,8091,10
28082,1597,15
20796,6724,11
14436,7367,15
20087,2106,14
28428,63,14
8428,9970,8
11422,8231,18
14106,9198,14
23965,5265,16
30435,8321,16
18942,57,19
2805,42,13
7811,3338,18
22014,2959,19
28788,9254,9
30579,8720,15
28044,807,16
3975,548,15
20636,6709,13
6356,3368,20
2966,9832,9
2566,6799,17
27203,8935,14
703,7749,7
20114,7499,12
26127,9590,9
30842,2704,14
26457,6904,17
2091,6667,12
23130,9834,14
21471,5604,15
14114,3713,18
23119,6440,18
15120,156,21
21662,2056,18
23043,1227,21
28865,4068,14
24620,6611,16
21208,9172,13
28500,6499,13
20060,1265,15
17026,6713,22
19932,506,19
2843,8044,9
24476,7532,18
16963,3225,26
13519,7592,13
13918,3700,25
22424,3303,18
10109,1690,14
2378,2413,12
8657,7636,23
6057,7210,18
31816,6248,16
16906,4366,23
10128,7931,15
18278,4728,20
832,4055,19
7463,6726,18
16901,8808,18
26839,6354,17
5128,6487,12
28576,8960,10
17692,8970,16
11854,8284,19
8685,8262,21
25944,772,17
28598,3672,14
7586,3570,16
31296,4185,15
1703,8436,14
8601,9487,18
14995,7785,17
10858,4633,16
13080,180,17
5284,7264,11
7278,1381,19
29934,1822,24
19246,6283,14
17233,6230,21
18458,9646,15
31286,1181,17
4108,1709,18
13040,6281,18
327,5377,16
17389,6657,20
29772,8628,16
24683,7556,15
1547,5193,13
23826,267,16
13594,3906,19
14897,6039,17
9093,3963,20
9177,9802,13
25855,1033,17
6200,6428,17
6543,4003,16
7451,2233,21
2823,2821,12
3016,8874,13
10825,6545,18
12288,8875,18
12147,5886,16
12415,9756,15
18144,3553,19
30273,2168,19
4237,10000,1
32747,3983,17
6295,7853,16
28015,3349,20
20379,8247,17
28306,1502,10
14008,7763,17
1514,1510,17
26666,8940,17
30896,4238,17
3057,7942,16
17084,7315,21
26299,5665,12
12740,2762,22
5007,599,22
1692,7691,13
10416,4892,18
31611,2924,14
16995,4480,22
20959,1099,12
357,5206,14
19581,9440,8
15087,884,22
6366,5853,19
4998,4193,18
32271,3433,17
17457,9465,19
4033,7538,12
346,3387,15
25116,7984,16
32753,7713,15
18945,927,18
7728,3110,17
28113,1649,18
25136,9484,11
26157,5847,15
3158,5636,12
9974,1028,19
29527,3230,16
28203,4988,13
32603,6211,15
8814,2541,23
24347,4240,16
267,3717,13
25412,8028,12
16842,7699,18
22740,4760,22
25072,1150,19
11522,9788,14
16314,6497,26
15173,9688,14
29803,5139,18
11707,6240,18
936,2142,18
26054,8328,13
19666,2731,9
20058,4801,12
18252,9421,12
30069,7298,16
17342,9846,15
30161,1411,16
7967,1797,18
25096,1522,21
30189,6181,17
32680,3805,17
19046,5342,12
27289,1770,19
7261,795,19
21967,9209,15
23219,1569,18
32082,2039,12
4543,2055,13
23313,9546,13
10734,460,22
26928,407,19
3136,3103,15
19463,6878,12
26813,72,18
29664,9142,14
27924,829,20
19192,8153,13
24432,8188,18
32188,9867,8
26560,1194,17
30566,894,20
13088,9454,13
6136,5077,15
29777,4603,17
1979,6780,15
23738,9470,13
17806,9045,17
31208,7837,12
22914,733,18
7067,6209,16
6744,9418,11
32480,258,18
31281,1375,16
22765,2846,22
24347,4240,16
29965,2490,21
4555,8335,13
21773,6203,20
16413,6759,23
25358,5744,13
1426,1656,11
26014,6133,13
8532,5539,23
24921,8922,13
22300,5375,19
2689,8370,13
31815,87,17
10398,6735,19
6794,3468,14
9994,3831,18
14592,8257,19
25562,1974,17
31590,7305,15
11425,2616,19
27334,3060,22
24166,8563,16
14769,6188,21
621,9988,2
15569,2201,16
2572,9137,11
9861,5203,17
17187,8717,20
19611,2419,13
12464,6383,21
8195,9026,14
482,809,14
11413,4917,22
28947,363,17
14852,4381,19
10627,8794,13
2245,373,14
24380,1679,18
4572,7478,11
6889,2094,14
21391,2764,16
25530,3598,12
1250,2519,19
20700,4631,14
14554,4357,23
4435,7005,15
27052,5901,18
19740,9192,8
20831,4898,10
29324,7474,17
17370,1145,21
19555,8116,8
25187,6318,13
17837,8766,17
6837,8534,12
864,711,18
27411,2758,23
13135,3738,18
2437,1738,17
287,7601,10
17963,9188,15
4364,7603,13
22199,3886,18
13060,1351,23
9891,5857,19
22038,1126,19
4772,7324,15
18952,6760,14
30525,744,20
5172,843,15
6772,3100,14
24875,9121,13
4165,6475,14
3887,4065,19
16725,8685,20
4412,8912,12
1250,2519,19
27627,2366,20
8273,7844,14
1569,4440,14
22592,3863,19
27138,8355,16
31053,3926,15
17451,5994,22
8706,6538,23
30130,3025,19
22998,1557,21
32534,6847,16
12771,3508,23
20809,4447,9
15711,333,27
30485,7461,19
31799,8806,13
9300,6791,18
27809,844,16
20577,5456,16
6105,4844,18
32145,7700,13
29975,7444,18
21391,2764,16
25463,618,14
28034,9580,12
20033,9601,9
4945,8548,15
28645,9559,8
29619,7934,15
18251,3482,13
16192,4821,24
26420,1094,16
22637,6138,14
20512,8376,16
23476,9680,13
13695,2183,18
20343,7027,16
28315,231,10
6390,2610,22
20899,4752,12
16928,6214,25
31281,1375,16
11029,2467,21
18650,203,18
26918,7512,17
32055,6818,16
26147,3681,18
10986,6927,17
5206,482,18
8194,5940,19
16891,6811,20
26939,926,22
10711,1980,22
13273,3629,17
13910,5790,21
5741,7619,16
12446,6827,20
8212,9214,12
29345,2720,19
4694,3400,12
17907,90,19
13294,7893,18
755,6750,14
27530,8712,15
26482,9770,10
14542,3265,23
28544,6646,12
3487,8154,15
17412,4874,20
10729,4949,21
23873,6804,17
25286,7945,18
19518,8565,9
30515,1869,22
6160,4349,19
23086,9860,13
16533,5390,22
13288,1794,17
2769,9661,7
2019,9625,9
22145,5037,16
27429,4670,19
23700,7970,16
12527,4416,25
18562,7607,16
27798,9534,13
31758,8374,12
1877,1481,20
21239,4111,15
10615,6395,15
23207,2845,19
8572,8950,19
19174,8863,12
30798,5975,17
17975,9875,14
26041,3351,13
22953,1765,22
5850,4969,17
18125,7011,21
22673,6872,21
4678,7791,11
14897,6039,17
31236,9271,11
31563,4139,19
27590,8437,18
28725,8071,12
3476,3668,20
22411,6293,17
18796,5049,18
12976,7236,23
29126,5121,17
25463,618,14
11595,6639,21
10268,6449,15
21271,9723,12
29174,9657,10
9425,7196,17
18313,192,20
15238,1067,16
28716,5126,13
20718,1089,15
18960,2288,18
12511,7299,22
14705,1817,18
24136,4325,19
30012,2088,17
20882,5692,12
8939,8938,18
11203,4292,17
17812,8166,18
5064,9615,11
18405,3625,19
4971,2346,23
13816,7303,14
500,3189,8
28112,80,20
28517,1246,14
12976,7236,23
26785,5999,19
25694,6280,10
32580,2431,17
23783,5426,16
20843,5029,13
1016,5740,18
29095,2368,17
25452,5686,13
28576,8960,10
26649,3953,16
1962,4036,17
4411,2635,14
2963,5207,12
9392,817,19
17257,4472,24
