NumeroProcurado,ComparacoesLista,ComparacoesBST
8059,9667,10
27983,2665,21
18043,7658,21
6698,1214,17
21570,2776,19
254,5336,12
30855,320,16
10,8242,7
9716,4729,15
31730,8719,11
3921,3547,11
21133,5914,17
27150,8884,15
20153,3028,13
16331,5887,27
16821,637,22
28511,6264,10
21523,8087,14
23901,4037,16
10241,794,18
17464,1586,26
26650,9909,11
2814,3098,11
18650,203,18
18618,6262,18
32227,351,17
10222,9435,12
26889,9902,12
3558,8094,15
13829,3496,14
32133,7038,13
17760,2814,15
7916,1876,16
7554,5728,14
15295,208,19
4791,4196,15
19591,9104,9
582,3140,11
930,6401,16
20148,3648,13
8421,7169,12
17729,7074,16
22809,5264,20
21334,2661,15
20218,7756,14
25579,3150,14
11172,3237,23
20440,7336,17
20871,7143,11
4630,103,17
5741,7619,16
25667,7016,11
24649,9810,12
11372,567,26
29170,9451,11
5660,3386,21
27378,4058,22
5967,8269,18
6101,5119,16
2382,4636,13
28881,574,16
25189,3930,14
6157,4507,17
9872,3222,16
23336,7118,13
6605,7566,14
12183,2820,12
26252,3999,12
17718,3495,15
30960,4561,16
7413,9279,13
8680,2950,23
18960,2288,18
19438,450,15
4412,8912,12
15848,8796,15
18316,3362,18
2918,7135,14
14576,8327,19
600,3282,13
8582,8250,21
6129,9673,12
2752,8907,12
26877,8567,17
19854,1167,20
2791,8310,8
18022,5556,23
17297,270,21
1875,7409,18
4178,9555,9
10664,9978,8
17205,2929,25
11788,2952,19
2073,1872,17
31784,8304,13
26485,6408,14
24357,1513,17
10766,7162,19
31324,3118,18
2043,2328,14
8940,8183,19
22101,6407,16
8682,338,24
5967,8269,18
11019,8301,16
14051,6004,22
27053,7588,17
16046,7462,22
12544,5934,24
3736,6720,11
16228,3916,25
24958,7091,15
29308,10,22
20636,6709,13
24486,9349,14
9371,5679,19
2668,1230,19
8287,1609,18
797,5663,17
24208,1614,18
26324,4147,16
31878,5913,15
969,4550,19
406,6678,13
4442,7956,13
29543,2641,21
20000,1507,18
32513,7709,15
20685,8716,9
12054,1516,19
22081,9143,14
27992,3478,22
11,389,8
7036,9886,10
17006,4994,23
6794,3468,14
16830,9266,17
26524,1683,16
26396,341,17
25170,8235,11
21575,696,19
6541,6343,15
23450,5100,18
12510,9122,18
26496,4846,15
1221,834,20
4738,2506,17
30185,3945,19
7811,3338,18
8553,7178,23
7612,3586,15
9534,6082,19
30039,9016,14
12925,1527,23
13149,2554,18
1985,2066,16
16698,5001,20
28429,1492,13
17202,2926,25
29424,5276,20
11616,3760,21
16456,6715,21
3827,5509,13
14879,4338,18
737,8492,14
12209,8911,12
25919,9927,8
21256,315,15
31968,6773,13
16928,6214,25
24956,26,14
12398,7748,19
28645,9559,8
6935,9309,11
25699,9936,5
14642,8711,16
32204,9328,10
25219,3530,15
16375,5120,24
17714,1549,18
2820,6441,10
10119,7823,16
2359,8871,11
3403,2387,17
12925,1527,23
21852,4133,24
890,7054,17
28037,3405,14
32709,1264,19
24243,8083,17
19644,5400,8
26791,5166,19
30214,6445,17
22396,1329,21
32110,4482,16
17590,4387,21
29960,322,22
7202,3488,21
10558,7546,16
22899,3395,21
8440,1022,16
20855,6341,12
12951,5451,20
15173,9688,14
13656,3892,22
15353,4394,17
3003,3278,18
16433,9707,17
23416,7558,17
28948,1523,15
13641,7745,19
20058,4801,12
2546,7252,16
10805,9058,15
9091,9557,16
13106,9912,11
23141,4265,19
12228,7786,17
3223,4298,16
26505,7600,12
18947,9537,12
3346,9236,12
9716,4729,15
1937,7946,17
11072,2410,21
29708,3012,16
15969,8741,20
18930,8466,15
21251,5936,16
3296,9097,13
26151,4289,17
12576,7964,21
7328,2518,20
25688,5128,11
9847,4768,19
3614,6944,13
534,8982,7
19545,6470,9
27999,2944,21
24488,6629,18
21069,3944,17
4464,7863,14
7736,6884,16
30482,7072,20
20,3635,13
20559,6329,15
10729,4949,21
26643,5322,15
21209,2886,15
15629,9024,18
1893,7110,18
20610,9682,9
25426,371,15
3848,8945,13
5920,9050,15
18903,7624,16
3958,3136,15
27429,4670,19
29125,3078,18
21031,9542,14
17305,6541,18
8790,8388,20
16140,5094,27
26540,1021,17
3245,4837,14
2102,3655,12
10,8242,7
7908,6691,17
1683,2342,17
15895,8649,17
10452,781,15
17536,8510,21
8739,8736,21
3409,8076,12
17024,8386,21
31500,2623,18
6833,5678,16
24184,8414,17
17920,5613,17
4676,3184,15
4862,1653,13
6977,3470,15
23260,8731,15
6339,4508,20
13343,5471,20
20504,5600,19
26211,6689,18
14592,8257,19
873,7639,17
5685,5525,17
2356,4398,13
873,7639,17
8071,5571,18
20607,104,17
20978,3392,15
6736,5774,14
9383,1859,21
23108,6553,17
4029,9320,9
30380,8697,15
28964,2636,16
27512,7370,18
23791,2669,19
25469,589,13
20825,788,13
25482,2316,15
2183,209,16
32482,5544,17
31811,7388,15
4464,7863,14
8931,6151,20
20287,8114,15
12272,9599,16
6635,7531,15
29710,4511,16
16365,2294,24
27988,5997,18
20048,298,15
22714,7240,20
17461,9037,21
138,3542,15
20271,5587,15
8406,7251,11
28065,910,17
15624,3144,19
886,8461,15
13443,9415,15
27894,9944,9
22424,3303,18
19232,9240,11
11657,3561,18
18520,3627,20
6484,6288,13
17084,7315,21
27653,4680,22
17647,9851,14
24432,8188,18
13037,445,21
10484,6267,16
29484,5283,21
13344,7765,18
9435,7789,16
31826,4122,15
4737,8169,12
8922,4363,19
4328,8401,11
1780,2988,14
9655,5846,17
20964,2564,11
14085,3000,20
6769,9862,9
23859,6434,15
11224,6006,17
15725,5646,24
6861,6607,15
13937,2866,21
2649,6068,15
10809,7611,17
2954,3588,14
25792,1922,14
11972,1962,21
17844,3450,20
31684,1407,17
2754,9201,11
32281,8105,14
30555,7563,18
21623,5223,16
8601,9487,18
18208,5938,20
21429,1416,11
5054,4279,16
8192,6647,18
4387,1427,18
18641,2312,19
17055,1118,24
31318,7613,16
22372,1123,20
5153,1286,13
26868,6505,19
19990,6102,15
26263,5245,13
5453,6368,15
31990,3907,17
1478,5899,14
15552,6031,18
30402,7279,17
6788,4009,13
721,6844,9
26409,3376,15
6778,5033,13
7804,8670,14
20360,148,19
13918,3700,25
28766,633,13
3566,5410,17
14615,6802,14
16375,5120,24
21589,3289,16
12326,2897,22
8475,7201,14
32746,3804,18
14149,4965,18
11756,5149,20
29144,4269,18
12765,6284,21
21583,8880,15
13046,2763,22
9979,756,19
32615,893,15
25827,7716,13
27823,591,17
27056,1054,18
22809,5264,20
4887,4699,14
23910,9991,6
102,1853,16
32671,4920,19
22765,2846,22
15895,8649,17
28468,1539,14
8711,5252,25
10268,6449,15
1223,7612,15
13863,6504,18
11069,1916,22
23328,9627,12
31696,8536,14
3610,9334,12
5617,1053,16
11131,679,22
27836,5869,16
23518,8602,16
9383,1859,21
20113,8844,11
31382,4661,16
17038,3675,24
6293,3097,18
7742,413,20
14354,4873,18
21265,9817,11
32651,530,19
12504,1,20
4724,5652,14
8636,2357,23
32487,8837,13
28925,9457,10
12557,5531,23
32021,4931,16
20233,9818,8
18172,8259,21
3947,2903,15
21885,3776,18
22673,6872,21
31421,1977,18
32184,168,10
28229,6307,11
32263,8619,14
31023,3449,15
6976,8635,13
30635,6134,17
8650,1847,25
9911,4779,21
21637,2501,16
19912,2114,14
8182,4318,20
11494,1590,23
28757,7943,13
1551,7452,11
22984,7617,18
18476,1463,20
30243,5601,17
149,8753,8
21657,7193,16
23886,8470,13
3180,1442,16
14669,8723,15
30974,6099,16
3986,4810,13
15577,901,18
26847,7506,17
6246,8173,14
25440,2982,15
14778,2956,21
5200,202,20
10768,1795,20
27116,3371,18
22306,4586,19
4607,2159,16
14481,6121,16
4155,2508,17
26299,5665,12
30294,825,19
23805,1831,17
16127,7807,24
4720,7953,12
20958,4063,9
7215,4630,19
1593,824,12
6822,7772,13
15871,6309,18
22870,7821,18
23999,9286,11
4120,3290,15
14897,6039,17
24076,5579,19
22233,9772,12
3665,896,16
18654,4225,11
20763,3875,12
8440,1022,16
6686,3279,21
1312,8164,12
15371,505,17
22648,4495,23
14786,8174,18
24692,2825,15
13026,1342,20
23216,2317,19
25550,4840,14
1106,5635,15
1533,2574,16
25751,9690,9
27343,4468,23
15989,5159,25
12711,3093,25
923,9145,13
6271,8647,16
22777,8059,20
5741,7619,16
764,6653,15
21999,107,19
716,6321,10
9272,69,21
23555,2,21
28876,5852,13
14987,816,20
10876,8992,13
30423,8569,15
13000,9062,19
7130,8295,18
6848,1212,13
6599,6596,14
19627,5568,14
30755,7233,11
26550,5941,14
10548,1062,17
15348,2807,17
18473,6246,18
15038,7985,18
24601,7672,13
26666,8940,17
30748,1752,13
28205,3665,14
21425,4204,9
20006,3068,17
6259,6249,15
22804,8872,18
13468,5346,15
27909,9505,13
14000,8382,18
31286,1181,17
24438,8268,17
17969,4716,17
13729,3381,16
24085,5713,18
14883,2435,21
3561,1391,19
10719,6742,21
24530,6575,16
6093,310,18
4824,332,16
1745,187,19
6679,3847,19
13021,8902,19
19107,1936,12
14558,1247,25
25821,5610,14
14711,4499,19
20715,7678,10
22257,425,17
17963,9188,15
22559,8229,16
28056,1692,18
15449,7269,13
29596,3691,18
4269,7738,9
23796,3295,17
13184,3799,19
14760,1865,19
21614,7363,15
3274,1174,16
7302,9359,14
8945,3515,21
8602,2877,23
27278,4551,18
20315,8747,16
30231,24,18
21150,9809,12
6520,4811,17
32514,9217,12
31940,9473,10
8840,9531,18
29392,7819,20
17127,55,26
20759,8668,10
25705,2475,9
28817,7816,11
30258,4025,19
6081,9247,13
6648,174,20
7739,2332,18
4427,681,18
29102,8030,14
3016,8874,13
23955,5330,14
14678,7923,19
29333,4483,18
27432,9372,16
4152,166,19
20607,104,17
31599,4224,16
9534,6082,19
17316,1102,19
26295,455,15
12167,358,18
12283,5704,20
28213,1908,15
23393,9035,16
20945,7731,11
18140,9747,16
20194,2281,18
17906,1543,18
7886,5742,18
27791,480,23
26670,5673,19
13871,643,22
4087,323,15
23432,9019,15
26889,9902,12
3765,4516,14
3440,5198,11
30896,4238,17
29335,2887,20
30503,4926,19
27332,8120,19
11875,9968,10
4862,1653,13
23196,3961,18
18918,3714,21
9408,2362,21
25964,3578,15
12183,2820,12
9590,4788,14
16369,6792,23
10050,5233,19
30931,6717,14
11494,1590,23
18501,1060,21
15239,2268,15
28805,6220,12
1509,250,17
2267,7043,10
9367,8463,18
15080,9843,13
5827,2670,16
6987,9261,12
32049,4000,17
24364,1750,18
5208,4611,16
11129,173,23
7426,620,21
25674,4491,13
32680,3805,17
28019,8093,16
28653,345,13
14257,3664,18
27799,1449,14
20534,3503,20
20322,958,22
30719,3536,14
27926,2128,19
1111,1820,16
4980,5538,17
17658,7732,18
758,1855,16
6149,1949,17
10703,775,19
15049,5561,19
18218,1858,21
6497,1275,20
11181,7685,18
21528,2102,17
15197,8452,14
30004,6423,15
3325,3751,16
2299,907,15
7089,1688,18
13466,9994,4
26099,2247,19
21935,6841,19
9091,9557,16
9387,9211,16
23304,9193,14
26732,6387,16
32452,4020,14
12164,2226,17
16795,8888,18
18811,5529,17
32153,5002,15
23719,6943,18
22039,9267,16
23749,2079,15
336,773,18
2681,6409,14
23722,5702,19
7991,7679,16
6046,7638,17
30502,8409,17
10112,665,15
4844,4452,14
7472,1651,22
5880,9460,14
12116,7865,14
4779,6610,16
18609,7130,16
25306,9785,9
11307,8104,20
12419,3271,21
30244,6229,16
9635,7582,13
30890,4742,16
32593,3667,15
17704,4337,17
24178,2107,18
17543,573,25
4561,1622,16
10205,7869,18
6332,7908,21
18152,6510,18
20637,8974,11
18579,9683,13
31472,1080,16
11212,2174,19
2668,1230,19
1546,6536,12
30358,7275,17
19754,5838,12
23631,862,13
7906,6580,18
6975,5732,17
30515,1869,22
21529,9829,12
7987,1761,22
10719,6742,21
28892,5695,11
21767,9495,12
2649,6068,15
9878,7887,18
6109,1675,20
24380,1679,18
4761,3869,15
31211,7715,13
26137,8998,12
1687,6412,16
12147,5886,16
21708,934,18
4210,8208,13
27384,6124,20
26500,446,16
24966,1660,16
17590,4387,21
12928,585,23
28876,5852,13
21497,2178,19
14027,5462,21
6521,4374,18
4779,6610,16
8030,4649,17
3165,8131,11
14579,6376,20
13482,7039,14
1683,2342,17
15428,2621,19
5376,8805,13
18009,8819,21
1858,6106,15
18053,639,25
26832,1406,18
21555,8969,14
18018,4195,24
14655,4182,16
17623,2620,22
24361,4183,17
27129,9632,14
13444,6333,18
23940,8013,16
6757,6757,13
30589,8773,11
29692,5115,16
13978,2028,17
27208,7151,15
19961,9091,12
29650,8573,16
19200,6769,14
28748,556,16
15577,901,18
915,1715,20
17316,1102,19
8737,1258,23
23313,9546,13
22833,6876,19
6,7606,9
18899,6832,16
20686,6599,11
20807,9648,7
19414,3003,15
24640,9762,11
26600,3017,17
13822,7042,15
9448,46,19
26019,690,14
20908,9339,8
18455,1075,19
10012,4326,19
26611,8124,15
13887,3356,19
19527,1253,11
17776,605,24
20758,30,11
3351,9262,11
19130,4501,14
20715,7678,10
3961,3690,14
22862,6591,20
10378,5,19
31015,9295,14
24476,7532,18
27750,7848,18
9642,2013,19
29207,9983,5
23145,6586,18
27557,8232,19
21479,1248,17
29659,8830,15
3326,3231,18
27723,4030,20
32721,8175,14
11868,8560,17
9519,4598,18
15252,6489,17
32580,2431,17
13082,8480,14
12075,9383,14
6496,8352,14
17266,6297,23
20323,5700,20
3853,4179,18
30851,9697,10
2245,373,14
23473,613,21
8421,7169,12
22232,7050,16
16907,3606,24
10499,8699,14
26650,9909,11
30977,5801,17
20052,1732,13
17614,5291,22
18990,9971,6
25543,9717,7
15756,8701,19
11868,8560,17
7585,9000,13
4120,3290,15
4032,5305,13
17345,6923,22
23167,195,19
15491,7333,12
32562,7456,14
11734,9515,16
15949,9174,18
19961,9091,12
3236,909,14
25212,7899,13
6686,3279,21
8282,3434,17
6799,5056,13
17202,2926,25
406,6678,13
18567,3013,16
18892,725,20
4950,2588,20
10589,9093,12
20227,2881,14
21708,934,18
20996,5850,17
24142,2121,23
5496,4682,15
7286,4449,18
31470,7243,15
23524,7755,17
10303,1443,15
32183,9849,9
22772,8890,17
4797,7981,14
6268,3623,16
4115,3519,18
21764,1347,19
11249,8373,17
2400,6371,14
23940,8013,16
8436,7188,13
1776,9643,8
11450,4175,22
21690,6998,15
12853,9319,17
14220,1140,22
860,1185,14
7909,9360,13
3200,8397,12
28740,251,18
30351,8450,16
16725,8685,20
9996,906,19
24688,8947,13
1824,2971,16
6836,3485,16
2833,5476,12
5228,6317,14
9173,4744,19
30926,6500,16
18460,7466,16
22169,218,23
17,9593,6
28931,331,13
13918,3700,25
2090,3312,14
17537,616,24
21289,9704,12
28506,9694,8
31835,5101,14
4866,2639,12
31273,3325,15
4879,9108,13
4992,5229,18
31373,8646,14
9154,98,22
9782,1885,17
25611,8411,13
3236,909,14
2694,1409,16
19482,712,12
31788,5371,15
1341,9166,10
20398,5510,16
1538,840,15
14112,6562,17
27129,9632,14
27028,2291,22
19375,9056,11
3434,7722,9
27689,2748,23
30001,5573,16
26371,9165,12
15701,6152,20
27076,7905,15
26536,746,18
27204,230,17
5660,3386,21
25562,1974,17
25186,5326,14
4124,3845,13
1466,9938,5
31255,7571,16
28598,3672,14
28025,1778,19
23288,8228,16
19144,1886,16
17414,1719,21
6456,4565,14
10819,8927,16
30129,8006,17
25913,204,13
4819,5752,12
7023,2813,16
14296,4642,17
19021,102,16
11171,4718,22
32329,2923,18
6568,648,20
5932,6881,24
5759,5350,19
8542,2936,25
27938,4542,20
22099,9773,12
25739,7070,12
28073,8271,13
1755,4513,13
8409,5726,12
17553,4697,20
3356,6899,14
31128,8951,14
16780,6727,23
19315,2111,18
3798,9133,12
12244,9765,15
28608,598,14
11131,679,22
17982,1239,22
32479,7904,15
15650,6559,21
11823,8917,16
21865,4278,19
27150,8884,15
8471,6008,15
26309,7300,14
7921,6426,18
10795,7910,16
31051,1783,17
9389,5763,17
13366,6774,18
7491,8203,15
16938,9742,16
24192,9327,13
29627,6095,15
4153,1222,18
14479,4851,17
24188,5109,21
8135,5973,17
2207,7491,13
7339,8400,16
1859,9524,10
20822,82,12
114,8052,11
25414,5133,13
9121,7092,21
25097,86,22
9038,4990,21
43,8608,9
6143,266,19
13343,5471,20
14916,5955,18
7457,3120,20
29284,167,20
4873,9977,7
13986,511,18
8635,2045,24
19287,3653,14
19897,3130,16
29333,4483,18
188,6448,10
17732,1487,18
11690,5243,19
15289,8881,15
18930,8466,15
16842,7699,18
28390,9942,5
27692,7436,19
19589,367,13
2099,1497,12
2569,3650,18
6935,9309,11
12029,7622,18
30260,6112,18
5960,7776,21
26846,2101,18
8383,9416,12
12307,2286,20
4442,7956,13
25677,3415,15
25435,1772,15
12249,6740,18
3356,6899,14
23746,3313,15
32042,3092,18
16118,7827,24
15060,992,20
16763,8095,20
23718,1107,21
5911,7618,17
31019,2916,16
21496,8959,13
31605,7642,13
28022,5835,17
26514,449,15
23859,6434,15
29444,8069,19
27930,7849,17
5849,9222,15
21718,1383,16
15654,7369,20
24649,9810,12
11058,4080,19
28512,9608,9
5920,9050,15
3625,7604,12
30991,661,16
9314,4706,21
19931,3326,17
15424,3778,17
9724,1824,17
30718,9606,10
7525,7124,16
4155,2508,17
2829,2876,13
32408,3569,16
24627,3042,17
2905,9536,12
17420,6210,19
26392,8476,14
30739,8946,11
25805,9907,7
26902,8850,18
19935,6723,16
10706,9323,15
19686,9806,7
19074,1201,12
6878,9014,12
26505,7600,12
4873,9977,7
14695,8358,17
17359,9281,19
13624,5177,22
3582,1753,21
20843,5029,13
1119,5196,15
29773,9603,13
14481,6121,16
31296,4185,15
30585,3027,17
28943,9960,7
16982,4714,24
25792,1922,14
19476,3604,11
22014,2959,19
27754,6187,19
52,8290,10
23046,3867,21
7472,1651,22
19018,2759,14
30536,6744,19
17152,8429,21
29689,5347,16
14521,1281,22
11247,9833,12
19864,1175,20
13151,7565,16
18654,4225,11
22076,7458,18
18275,244,20
13702,137,18
12341,2188,19
26186,5472,18
28205,3665,14
8770,4599,26
21398,8853,13
15065,954,21
11075,7281,20
19823,9161,11
5317,9990,5
13524,9635,11
6598,9472,11
24317,8367,15
1522,4669,15
13852,9009,15
15946,1545,22
29944,4373,21
28598,3672,14
4761,3869,15
9994,3831,18
23940,8013,16
29415,8623,18
20630,7625,12
29112,6364,16
14476,1356,18
18479,3171,18
29303,9540,15
22039,9267,16
4507,7783,14
26486,3579,17
8085,6942,16
17342,9846,15
24300,4490,23
29924,4329,22
17683,8362,18
27766,5087,21
30426,7484,18
840,7999,14
27204,230,17
25112,7007,17
10522,7172,17
18111,2052,27
4413,6908,15
32084,2769,13
12802,4170,25
13874,4740,20
5821,9463,15
13504,2269,17
24751,9422,11
9568,1531,17
17985,7876,20
14970,7708,16
6407,7802,17
697,2544,9
18156,8879,18
5280,623,14
3325,3751,16
25235,8754,12
16032,249,22
24265,4270,22
25296,8577,17
31385,9412,11
9198,8523,14
31159,242,18
14205,3498,21
18171,5225,22
20984,6828,13
23883,4882,14
28029,1631,20
26364,4206,17
909,6226,17
232,9918,5
29456,509,24
27496,8586,16
25212,7899,13
3440,5198,11
31335,641,18
25814,9686,9
22488,7417,15
30039,9016,14
23167,195,19
15606,3613,20
20765,7184,11
15372,6692,15
29543,2641,21
17686,835,20
4412,8912,12
3736,6720,11
11127,3339,21
4747,5717,15
30336,7313,15
22689,1938,26
21105,6195,18
24720,4165,16
2739,7761,14
6003,5490,21
17743,5729,15
31,8211,10
24001,6511,13
31482,7940,16
9466,6952,18
2502,6778,15
27049,7926,16
7635,8726,14
32237,1146,16
25473,4848,16
9583,3113,16
14252,7055,17
31505,8700,14
26552,1324,15
10925,5394,16
19053,2194,11
30358,7275,17
660,1669,10
21555,8969,14
5214,6597,14
14205,3498,21
29156,6863,15
7544,8357,14
6456,4565,14
19118,9425,9
10282,9653,11
19125,9156,11
1893,7110,18
28083,693,16
31859,4566,17
29357,5210,20
11525,2348,21
26325,3783,17
3854,7295,17
29530,6123,18
21233,9931,10
13343,5471,20
18422,8684,14
11603,7610,19
2277,543,12
11831,4021,21
23051,7839,20
12843,1662,22
5231,9419,11
971,1380,20
3917,2365,11
12066,904,21
24877,9379,12
20361,5278,18
13173,268,19
27992,3478,22
1235,8489,15
14287,3453,19
32572,4893,16
22506,4533,16
30784,8472,12
29882,5343,21
32271,3433,17
21555,8969,14
16554,9873,14
30742,8080,12
8856,8237,17
30575,5340,18
31421,1977,18
8229,1525,20
13746,998,20
12621,7448,25
18662,2848,12
24333,6860,17
6508,2716,19
14806,3173,22
11724,2417,21
16760,9797,16
24721,6302,15
15984,4658,23
21736,6924,17
7909,9360,13
13468,5346,15
13364,8148,17
8905,5315,19
2017,9012,14
30163,9113,15
3927,4032,15
13572,4214,19
21255,8771,13
2017,9012,14
30618,9753,9
27488,8223,16
13613,159,23
8410,8906,10
4768,6857,16
9259,6637,16
6994,3706,17
18577,5397,16
18769,6544,15
28731,7170,15
1084,8546,13
28040,4047,13
6468,8110,12
31872,8396,14
24666,5672,16
6498,4257,19
1959,7504,16
27554,8564,17
14704,8707,16
23227,2422,18
1111,1820,16
1846,4984,17
23156,5431,19
26361,5393,16
11495,8014,20
15114,6377,18
1474,8389,11
18892,725,20
2213,4255,15
28882,9173,10
19177,5058,15
18257,8669,13
5656,9177,16
674,9699,4
24857,4200,16
15233,6895,14
23689,4924,18
685,7361,8
17543,573,25
7781,1619,18
19647,9437,7
18176,3421,23
26807,8469,17
13701,2915,17
19618,3268,13
11531,5669,19
31173,4105,17
22196,9587,14
14296,4642,17
32339,4832,18
20636,6709,13
6726,7358,12
26550,5941,14
7082,2569,18
9461,2803,19
28758,5765,15
13952,8077,21
17400,1647,23
20053,3514,12
19018,2759,14
30456,6378,17
22516,9550,13
1150,5572,18
866,5903,17
29307,4028,20
335,4252,17
10805,9058,15
24167,8896,15
24851,1113,18
18909,4484,19
32204,9328,10
31732,5073,12
26552,1324,15
25472,627,17
23611,3417,15
27747,282,20
25748,1154,13
31482,7940,16
9681,6473,16
1710,9275,13
31495,3621,18
29373,7004,17
10173,8261,16
13714,9551,13
13210,117,21
2014,9429,12
4182,6796,11
29303,9540,15
29196,2602,11
3623,4604,13
24500,5753,19
22698,5687,24
6813,7403,14
25492,2314,16
21019,1216,19
2569,3650,18
3154,5611,13
20115,9330,10
29843,357,18
5849,9222,15
2820,6441,10
5895,2303,18
19487,9964,6
24752,9287,12
1931,1733,21
28876,5852,13
11664,9539,16
7811,3338,18
27321,5842,20
985,8641,14
21917,4735,22
18446,7552,17
7312,7391,15
27319,5266,21
29459,1850,23
26782,8112,17
14228,3283,17
21842,3334,26
6423,7608,18
27049,7926,16
9866,845,19
350,5895,13
31980,7740,15
4311,5118,13
4602,5703,15
1424,751,12
11518,2238,18
12414,9135,18
21482,8526,15
25956,621,19
12587,3913,32
5405,7320,15
1955,2228,17
16389,7595,22
29335,2887,20
6105,4844,18
6559,8575,15
19751,560,12
4190,3180,15
2234,9949,4
2861,4474,12
3860,5380,19
6975,5732,17
14017,2938,19
2006,8360,13
29897,2504,22
28866,7228,11
20627,1129,14
24657,4681,16
5794,5602,18
7626,321,18
25994,4724,17
13037,445,21
6407,7802,17
22637,6138,14
12369,9475,17
21657,7193,16
4001,3398,16
19916,9303,11
32513,7709,15
13208,221,20
26650,9909,11
15744,7879,21
10828,5455,19
10100,1169,12
19105,8990,10
346,3387,15
14646,8760,15
6219,4756,18
8931,6151,20
22395,5789,19
21271,9723,12
21053,1731,20
27669,7621,19
24184,8414,17
5911,7618,17
17907,90,19
9015,472,26
18607,7107,17
26101,1203,20
14078,6620,19
22050,3874,18
13453,429,22
29750,6325,19
11512,1267,18
25921,5307,15
11127,3339,21
27766,5087,21
7327,855,21
5896,2343,17
20944,5185,13
3555,85,19
28469,1439,15
25745,7218,12
28608,598,14
25793,1026,15
13570,7961,17
287,7601,10
19174,8863,12
15105,2340,18
7693,9866,10
13589,8425,17
25057,6237,16
23736,9547,12
3476,3668,20
29587,5612,14
6053,2151,19
27086,832,23
2091,6667,12
8831,856,24
27490,999,18
9775,7142,15
1561,7255,12
13604,1038,22
8425,2774,13
32110,4482,16
8741,5399,22
3629,564,15
29806,5768,17
1422,2793,10
24200,1514,19
563,3226,14
6093,310,18
26032,2334,14
30791,8541,15
26820,5900,16
12832,7214,20
11524,4249,20
582,3140,11
11790,8092,18
8922,4363,19
11763,7784,18
22488,7417,15
9635,7582,13
2112,2964,17
22032,4213,21
25683,3879,14
22984,7617,18
17102,8422,22
19453,9947,7
3629,564,15
5528,5281,16
21694,6913,16
16816,3960,23
23061,2272,23
15993,3534,25
5195,7076,15
19609,3538,14
2090,3312,14
28750,4587,15
9722,2808,16
6771,5178,12
25532,1529,13
22874,2470,20
21416,9981,8
3750,353,17
26203,2878,21
9911,4779,21
28110,1367,19
3751,3245,15
18784,8617,13
17107,1447,26
7401,9815,11
11187,1578,21
12322,8682,19
10444,6526,13
27512,7370,18
8756,5794,23
23433,6257,16
22,5452,12
16899,3587,24
31753,4923,13
1753,940,14
3400,1468,17
29937,6888,18
23767,3956,15
3821,3200,15
26696,8587,18
25057,6237,16
9021,8733,20
20427,3239,18
5380,3865,16
16300,3410,27
4003,5497,14
23763,1870,15
31653,7285,13
26633,4382,16
3,8165,8
1938,6956,18
22952,7079,19
1547,5193,13
29578,646,18
4980,5538,17
25567,3899,16
4402,7260,14
12281,6645,19
25291,7781,19
17531,7024,22
3627,4887,13
7915,7033,15
15920,541,21
20935,1717,13
14522,1654,20
6895,8313,13
17969,4716,17
383,8143,10
30055,3155,19
13712,95,17
20639,7406,12
12109,9739,12
7363,6970,16
20984,6828,13
4698,1796,13
25202,6518,14
21242,2256,17
28884,1519,13
15332,3807,15
25031,5662,15
25296,8577,17
19485,9618,8
5967,8269,18
21971,423,18
16488,4861,21
22777,8059,20
9860,6420,16
4992,5229,18
900,4688,18
14587,7422,20
14767,9362,16
25187,6318,13
21028,9444,16
11017,7955,17
5761,2305,23
20964,2564,11
26298,1511,14
17838,796,21
967,4428,20
21614,7363,15
26273,285,14
24958,7091,15
16703,9795,17
32486,5782,16
12954,1940,20
28440,8246,12
5926,7822,20
16823,7834,21
24376,2521,17
20949,2755,9
4026,8916,10
923,9145,13
5612,2511,15
4351,3921,13
29150,1001,20
9909,5141,20
25506,2266,14
13830,3300,15
15512,6858,13
1377,1544,11
5870,1133,19
20594,7551,14
17976,9224,18
13986,511,18
27155,1768,19
10832,2023,22
18288,4662,18
22791,4928,20
30910,4159,17
13507,109,19
4364,7603,13
12939,6656,20
5189,8571,13
18902,8632,15
7349,1111,20
13000,9062,19
25639,5922,14
13826,8772,13
31452,2382,15
3293,269,16
9393,1414,18
29936,9389,17
15092,7383,18
27267,61,22
21269,3775,13
18201,5642,21
8377,489,17
13914,7655,19
24081,3336,21
27340,5930,21
10664,9978,8
18018,4195,24
11187,1578,21
12939,6656,20
18173,5392,22
18201,5642,21
26040,2779,14
12832,7214,20
32431,9332,12
16930,6531,24
24057,1013,18
20734,7651,11
11076,8459,19
27967,7950,16
30992,1270,15
3619,2917,12
13354,2402,19
12007,5474,22
6367,3036,21
7384,8477,15
13422,7692,17
5462,3447,19
3210,7405,14
14522,1654,20
27031,4158,20
23202,8756,16
23730,2073,15
11556,7476,17
16621,7061,24
8741,5399,22
469,2495,14
18909,4484,19
4146,7517,12
29942,8086,17
29654,3119,18
27687,3560,22
24649,9810,12
12975,2152,24
29927,2965,23
16180,4943,26
19147,34,17
19994,5875,16
18881,2833,19
9740,1879,17
10112,665,15
15391,4805,17
7526,3975,18
18537,6050,21
21537,7787,14
2765,1698,10
28097,7818,12
32295,1098,16
32502,5424,16
4409,8624,13
7634,1928,17
